Sample.name,Sample_ID,nm,FF,Freezing.temperature,Particle.ratio,nM_corrected,Control,Filtered,Dilution.factor,Location,Size,Sample
S2_b5_100x,S2_b5,14666.79,0.1,-5.67,1.0,14666.79,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,5674.62,0.04,-5.2,1.0,5674.62,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,21017.19,0.15,-5.74,1.0,21017.19,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,138398.35,0.65,-6.24,1.0,138398.35,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,71866.2,0.42,-6.12,1.0,71866.2,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,196440.76,0.77,-6.27,1.0,196440.76,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,256705.45,0.85,-6.3,1.0,256705.45,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,,,,1.0,,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,209148.79,0.79,-6.29,1.0,209148.79,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,146481.64,0.67,-6.25,1.0,146481.64,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,164285.82,0.71,-6.25,1.0,164285.82,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,67187.36,0.4,-6.12,1.0,67187.36,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,116729.16,0.58,-6.22,1.0,116729.16,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,110223.81,0.56,-6.21,1.0,110223.81,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,58295.17,0.35,-6.11,1.0,58295.17,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,45978.73,0.29,-6.01,1.0,45978.73,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,11601.52,0.08,-5.57,1.0,11601.52,No,,100.0,Site2,b_5_m,S2
S2_b5_100x,S2_b5,8605.14,0.06,-5.32,1.0,8605.14,No,,100.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,146667.87,0.1,-5.95,1.0,146667.87,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,1167291.64,0.58,-6.48,1.0,1167291.64,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,459787.32,0.29,-6.27,1.0,459787.32,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,383576.1,0.25,-6.24,1.0,383576.1,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,540620.14,0.33,-6.29,1.0,540620.14,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,626671.51,0.38,-6.34,1.0,626671.51,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,1235682.72,0.6,-6.48,1.0,1235682.72,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,1307772.34,0.63,-6.48,1.0,1307772.34,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,980942.38,0.52,-6.42,1.0,980942.38,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,924196.24,0.5,-6.41,1.0,924196.24,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,869766.92,0.48,-6.38,1.0,869766.92,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,671873.57,0.4,-6.36,1.0,671873.57,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,,,,1.0,,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,311486.46,0.21,-6.22,1.0,311486.46,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,3015684.09,0.9,-6.62,1.0,3015684.09,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,28071.21,0.02,-5.57,1.0,28071.21,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,116015.16,0.08,-5.8,1.0,116015.16,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,499591.27,0.31,-6.27,1.0,499591.27,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,347044.14,0.23,-6.24,1.0,347044.14,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,817472.62,0.46,-6.38,1.0,817472.62,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,1102238.1,0.56,-6.47,1.0,1102238.1,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,1964407.63,0.77,-6.55,1.0,1964407.63,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,2567054.51,0.85,-6.61,1.0,2567054.51,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,2231968.58,0.81,-6.59,1.0,2231968.58,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,582951.75,0.35,-6.33,1.0,582951.75,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,1383983.54,0.65,-6.49,1.0,1383983.54,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,1741668.89,0.73,-6.54,1.0,1741668.89,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,2091487.91,0.79,-6.58,1.0,2091487.91,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,1040211.42,0.54,-6.45,1.0,1040211.42,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,276852.49,0.19,-6.2,1.0,276852.49,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,243095.41,0.17,-6.12,1.0,243095.41,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,56746.16,0.04,-5.58,1.0,56746.16,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,86051.36,0.06,-5.66,1.0,86051.36,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,1848392.48,0.75,-6.55,1.0,1848392.48,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,1642858.23,0.71,-6.52,1.0,1642858.23,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,3313208.92,0.92,-6.64,1.0,3313208.92,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,2772588.72,0.88,-6.62,1.0,2772588.72,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,767152.19,0.44,-6.37,1.0,767152.19,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,5161601.56,0.98,-6.81,1.0,5161601.56,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,4237405.0,0.96,-6.73,1.0,4237405.0,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,718662.01,0.42,-6.37,1.0,718662.01,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,1464816.4,0.67,-6.52,1.0,1464816.4,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,2389012.6,0.83,-6.6,1.0,2389012.6,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,3696784.96,0.94,-6.64,1.0,3696784.96,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,1550867.75,0.69,-6.52,1.0,1550867.75,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,421137.26,0.27,-6.27,1.0,421137.26,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,210171.92,0.15,-6.07,1.0,210171.92,No,,1000.0,Site2,b_5_m,S2
S2_b5_1000x,S2_b5,178041.86,0.13,-6.03,1.0,178041.86,No,,1000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,13077723.37,0.63,-8.99,1.0,13077723.37,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,6266715.06,0.38,-7.48,1.0,6266715.06,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,3114864.63,0.21,-6.83,1.0,3114864.63,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,,,,1.0,,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,567461.57,0.04,-6.48,1.0,567461.57,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,17416688.88,0.73,-9.47,1.0,17416688.88,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,4211372.6,0.27,-7.15,1.0,4211372.6,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,30156840.89,0.9,-10.49,1.0,30156840.89,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,33132089.2,0.92,-10.49,1.0,33132089.2,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,36967849.63,0.94,-10.6,1.0,36967849.63,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,15508677.46,0.69,-9.3,1.0,15508677.46,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,1466678.65,0.1,-6.63,1.0,1466678.65,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,11672916.39,0.58,-8.66,1.0,11672916.39,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,9809423.84,0.52,-8.12,1.0,9809423.84,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,14648163.98,0.67,-9.12,1.0,14648163.98,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,11022380.98,0.56,-8.58,1.0,11022380.98,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,2430954.14,0.17,-6.73,1.0,2430954.14,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,13839835.43,0.65,-9.11,1.0,13839835.43,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,51616015.61,0.98,-10.64,1.0,51616015.61,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,42374050.0,0.96,-10.62,1.0,42374050.0,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,16428582.26,0.71,-9.42,1.0,16428582.26,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,20914879.12,0.79,-9.96,1.0,20914879.12,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,8174726.22,0.46,-7.87,1.0,8174726.22,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,7186620.09,0.42,-7.55,1.0,7186620.09,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,27725887.22,0.88,-10.32,1.0,27725887.22,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,4597873.21,0.29,-7.22,1.0,4597873.21,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,3470441.37,0.23,-6.92,1.0,3470441.37,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,1780418.57,0.13,-6.67,1.0,1780418.57,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,2768524.86,0.19,-6.77,1.0,2768524.86,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,2101719.2,0.15,-6.71,1.0,2101719.2,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,8697669.23,0.48,-7.89,1.0,8697669.23,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,9241962.41,0.5,-7.99,1.0,9241962.41,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,5406201.37,0.33,-7.41,1.0,5406201.37,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,280712.08,0.02,-6.47,1.0,280712.08,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,22319685.78,0.81,-10.17,1.0,22319685.78,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,1160151.64,0.08,-6.54,1.0,1160151.64,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,18483924.81,0.75,-9.69,1.0,18483924.81,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,4995912.66,0.31,-7.27,1.0,4995912.66,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,6718735.67,0.4,-7.53,1.0,6718735.67,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,7671521.93,0.44,-7.63,1.0,7671521.93,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,25670545.13,0.85,-10.28,1.0,25670545.13,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,3835760.97,0.25,-7.05,1.0,3835760.97,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,23890125.99,0.83,-10.22,1.0,23890125.99,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,19644076.31,0.77,-9.93,1.0,19644076.31,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,860513.62,0.06,-6.51,1.0,860513.62,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,5829517.49,0.35,-7.41,1.0,5829517.49,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,10402114.2,0.54,-8.55,1.0,10402114.2,No,,10000.0,Site2,b_5_m,S2
S2_b5_10000x,S2_b5,12356827.2,0.6,-8.84,1.0,12356827.2,No,,10000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,34704413.68,0.23,-10.8,1.0,34704413.68,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,110223809.76,0.56,-15.06,1.0,110223809.76,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,164285822.65,0.71,-18.94,1.0,164285822.65,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,516160156.12,0.98,-25.98,1.0,516160156.12,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,130777233.73,0.63,-17.41,1.0,130777233.73,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,116729163.91,0.58,-15.14,1.0,116729163.91,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,277258872.22,0.88,-23.23,1.0,277258872.22,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,76715219.32,0.44,-12.36,1.0,76715219.32,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,71866200.86,0.42,-11.76,1.0,71866200.86,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,21017192.04,0.15,-10.52,1.0,21017192.04,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,92419624.07,0.5,-12.95,1.0,92419624.07,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,11601516.45,0.08,-9.68,1.0,11601516.45,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,42113725.98,0.27,-10.98,1.0,42113725.98,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,369678496.3,0.94,-24.89,1.0,369678496.3,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,184839248.15,0.75,-19.42,1.0,184839248.15,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,209148791.19,0.79,-19.54,1.0,209148791.19,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,86976692.33,0.48,-12.74,1.0,86976692.33,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,14666786.52,0.1,-9.94,1.0,14666786.52,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,223196857.81,0.81,-20.06,1.0,223196857.81,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,38357609.66,0.25,-10.94,1.0,38357609.66,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,58295174.88,0.35,-11.64,1.0,58295174.88,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,,,,1.0,,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,81747262.23,0.46,-12.59,1.0,81747262.23,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,67187356.72,0.4,-11.74,1.0,67187356.72,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,138398354.33,0.65,-17.47,1.0,138398354.33,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,5674615.72,0.04,-8.41,1.0,5674615.72,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,196440763.14,0.77,-19.47,1.0,196440763.14,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,2807120.77,0.02,-7.84,1.0,2807120.77,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,123568272.02,0.6,-15.28,1.0,123568272.02,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,49959126.59,0.31,-11.1,1.0,49959126.59,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,17804185.68,0.13,-10.16,1.0,17804185.68,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,256705451.29,0.85,-22.1,1.0,256705451.29,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,104021141.98,0.54,-14.91,1.0,104021141.98,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,331320891.97,0.92,-24.87,1.0,331320891.97,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,174166888.77,0.73,-19.3,1.0,174166888.77,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,24309541.44,0.17,-10.6,1.0,24309541.44,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,45978732.13,0.29,-11.0,1.0,45978732.13,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,98094238.4,0.52,-14.17,1.0,98094238.4,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,54062013.75,0.33,-11.4,1.0,54062013.75,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,62667150.57,0.38,-11.66,1.0,62667150.57,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,238901259.9,0.83,-20.25,1.0,238901259.9,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,155086774.64,0.69,-17.82,1.0,155086774.64,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,301568408.86,0.9,-23.73,1.0,301568408.86,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,31148646.26,0.21,-10.71,1.0,31148646.26,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,8605136.15,0.06,-8.45,1.0,8605136.15,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,27685248.64,0.19,-10.7,1.0,27685248.64,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,146481639.82,0.67,-17.65,1.0,146481639.82,No,,100000.0,Site2,b_5_m,S2
S2_b5_100000x,S2_b5,423740500.05,0.96,-25.87,1.0,423740500.05,No,,100000.0,Site2,b_5_m,S2
Milliq_S2_b02,Milliq_S2_b02,71.32,0.05,-19.36,1.0,71.32,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1307.77,0.63,-25.96,1.0,1307.77,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,869.77,0.48,-25.35,1.0,869.77,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,924.2,0.5,-25.38,1.0,924.2,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,519.95,0.32,-23.86,1.0,519.95,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,540.62,0.33,-23.93,1.0,540.62,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1550.87,0.69,-26.37,1.0,1550.87,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,276.85,0.19,-22.4,1.0,276.85,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,695.06,0.41,-24.58,1.0,695.06,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,421.14,0.27,-22.82,1.0,421.14,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,42.33,0.03,-18.09,1.0,42.33,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,116.02,0.08,-20.12,1.0,116.02,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,13.96,0.01,-17.51,1.0,13.96,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,5161.6,0.98,-29.12,1.0,5161.6,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,28.07,0.02,-17.69,1.0,28.07,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,952.27,0.51,-25.49,1.0,952.27,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1964.41,0.77,-27.12,1.0,1964.41,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,896.7,0.49,-25.37,1.0,896.7,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1793.96,0.74,-26.91,1.0,1793.96,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,86.05,0.06,-19.42,1.0,86.05,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,2389.01,0.83,-28.3,1.0,2389.01,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,311.49,0.21,-22.42,1.0,311.49,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,259.87,0.18,-22.32,1.0,259.87,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,2665.87,0.86,-28.36,1.0,2665.87,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,843.36,0.47,-25.28,1.0,843.36,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1383.98,0.65,-26.04,1.0,1383.98,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1271.24,0.61,-25.89,1.0,1271.24,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,671.87,0.4,-24.55,1.0,671.87,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,980.94,0.52,-25.51,1.0,980.94,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,2772.59,0.88,-28.37,1.0,2772.59,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,2026.43,0.78,-27.21,1.0,2026.43,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,479.54,0.3,-23.7,1.0,479.54,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1507.15,0.68,-26.35,1.0,1507.15,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,742.69,0.43,-24.83,1.0,742.69,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,194.01,0.14,-21.03,1.0,194.01,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,243.1,0.17,-22.25,1.0,243.1,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1848.39,0.75,-26.95,1.0,1848.39,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,499.59,0.31,-23.7,1.0,499.59,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,3696.78,0.94,-28.6,1.0,3696.78,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1464.82,0.67,-26.24,1.0,1464.82,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,459.79,0.29,-23.17,1.0,459.79,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,3491.25,0.93,-28.58,1.0,3491.25,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,131.25,0.09,-20.2,1.0,131.25,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,162.26,0.11,-20.61,1.0,162.26,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,210.17,0.15,-21.81,1.0,210.17,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,561.62,0.34,-24.12,1.0,561.62,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1905.14,0.76,-27.09,1.0,1905.14,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1201.05,0.59,-25.77,1.0,1201.05,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,146.67,0.1,-20.57,1.0,146.67,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,817.47,0.46,-24.9,1.0,817.47,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1423.79,0.66,-26.22,1.0,1423.79,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,3313.21,0.92,-28.57,1.0,3313.21,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,2159.88,0.8,-27.92,1.0,2159.88,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,402.22,0.26,-22.81,1.0,402.22,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1134.37,0.57,-25.71,1.0,1134.37,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1070.86,0.55,-25.58,1.0,1070.86,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,3939.88,0.95,-28.61,1.0,3939.88,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,3156.16,0.91,-28.51,1.0,3156.16,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,2567.05,0.85,-28.34,1.0,2567.05,Yes,Yes,1.0,Site2,b_02_m,S2
