Sample.name,Sample_ID,nm,FF,Freezing.temperature,Particle.ratio,nM_corrected,Control,Filtered,Dilution.factor,Location,Size,Sample
Milliq_S2_b02,Milliq_S2_b02,2308.18,0.82,-28.26,1.0,2308.18,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,2888.6,0.89,-28.39,1.0,2888.6,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,604.63,0.36,-24.24,1.0,604.63,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,,,,1.0,,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1345.33,0.64,-25.98,1.0,1345.33,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,767.15,0.44,-24.84,1.0,767.15,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,2091.49,0.79,-27.84,1.0,2091.49,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,56.75,0.04,-19.2,1.0,56.75,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1167.29,0.58,-25.74,1.0,1167.29,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,383.58,0.25,-22.77,1.0,383.58,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,582.95,0.35,-24.18,1.0,582.95,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1691.35,0.72,-26.56,1.0,1691.35,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,2231.97,0.81,-28.13,1.0,2231.97,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1596.07,0.7,-26.41,1.0,1596.07,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,3015.68,0.9,-28.43,1.0,3015.68,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,440.32,0.28,-22.87,1.0,440.32,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,649.08,0.39,-24.53,1.0,649.08,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,100.95,0.07,-19.95,1.0,100.95,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,2475.06,0.84,-28.33,1.0,2475.06,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,347.04,0.23,-22.71,1.0,347.04,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,226.53,0.16,-22.16,1.0,226.53,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,294.06,0.2,-22.41,1.0,294.06,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,626.67,0.38,-24.47,1.0,626.67,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1040.21,0.54,-25.53,1.0,1040.21,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,6085.8,0.99,-29.65,1.0,6085.8,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,329.15,0.22,-22.55,1.0,329.15,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,4620.98,0.97,-29.06,1.0,4620.98,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1741.67,0.73,-26.62,1.0,1741.67,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1642.86,0.71,-26.46,1.0,1642.86,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,792.08,0.45,-24.86,1.0,792.08,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1235.68,0.6,-25.8,1.0,1235.68,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,718.66,0.42,-24.62,1.0,718.66,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,365.18,0.24,-22.75,1.0,365.18,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1102.24,0.56,-25.59,1.0,1102.24,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,4237.41,0.96,-28.65,1.0,4237.41,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,178.04,0.13,-20.74,1.0,178.04,Yes,Yes,1.0,Site2,b_02_m,S2
Milliq_S2_b02,Milliq_S2_b02,1010.25,0.53,-25.52,1.0,1010.25,Yes,Yes,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,243.1,0.17,-6.17,1.0,243.1,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,311.49,0.21,-6.26,1.0,311.49,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,817.47,0.46,-6.61,1.0,817.47,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,2091.49,0.79,-6.83,1.0,2091.49,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,2231.97,0.81,-6.83,1.0,2231.97,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,869.77,0.48,-6.62,1.0,869.77,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,2567.05,0.85,-6.83,1.0,2567.05,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,5161.6,0.98,-6.92,1.0,5161.6,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,2389.01,0.83,-6.83,1.0,2389.01,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,924.2,0.5,-6.63,1.0,924.2,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,1235.68,0.6,-6.68,1.0,1235.68,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,1307.77,0.63,-6.72,1.0,1307.77,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,626.67,0.38,-6.57,1.0,626.67,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,421.14,0.27,-6.46,1.0,421.14,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,276.85,0.19,-6.21,1.0,276.85,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,56.75,0.04,-5.74,1.0,56.75,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,146.67,0.1,-6.07,1.0,146.67,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,540.62,0.33,-6.54,1.0,540.62,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,1102.24,0.56,-6.67,1.0,1102.24,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,1964.41,0.77,-6.81,1.0,1964.41,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,1848.39,0.75,-6.8,1.0,1848.39,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,1040.21,0.54,-6.66,1.0,1040.21,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,3015.68,0.9,-6.86,1.0,3015.68,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,4237.41,0.96,-6.92,1.0,4237.41,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,1741.67,0.73,-6.79,1.0,1741.67,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,671.87,0.4,-6.57,1.0,671.87,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,718.66,0.42,-6.59,1.0,718.66,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,1464.82,0.67,-6.76,1.0,1464.82,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,499.59,0.31,-6.52,1.0,499.59,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,383.58,0.25,-6.36,1.0,383.58,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,178.04,0.13,-6.07,1.0,178.04,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,28.07,0.02,-5.22,1.0,28.07,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,116.02,0.08,-5.89,1.0,116.02,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,459.79,0.29,-6.48,1.0,459.79,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,1550.87,0.69,-6.76,1.0,1550.87,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,3696.78,0.94,-6.91,1.0,3696.78,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,1642.86,0.71,-6.76,1.0,1642.86,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,767.15,0.44,-6.59,1.0,767.15,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,3313.21,0.92,-6.89,1.0,3313.21,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,,,,1.0,,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,2772.59,0.88,-6.84,1.0,2772.59,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,1383.98,0.65,-6.75,1.0,1383.98,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,980.94,0.52,-6.63,1.0,980.94,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,1167.29,0.58,-6.68,1.0,1167.29,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,582.95,0.35,-6.56,1.0,582.95,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,347.04,0.23,-6.34,1.0,347.04,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,210.17,0.15,-6.1,1.0,210.17,No,,1.0,Site2,b_02_m,S2
S2_b02,S2_b02,86.05,0.06,-5.76,1.0,86.05,No,,1.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,567.46,0.04,-6.26,1.0,567.46,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,13077.72,0.63,-7.13,1.0,13077.72,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,6718.74,0.4,-6.94,1.0,6718.74,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,9241.96,0.5,-7.04,1.0,9241.96,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,8174.73,0.46,-7.0,1.0,8174.73,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,33132.09,0.92,-7.57,1.0,33132.09,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,36967.85,0.94,-7.58,1.0,36967.85,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,17416.69,0.73,-7.2,1.0,17416.69,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,42374.05,0.96,-7.64,1.0,42374.05,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,5406.2,0.33,-6.88,1.0,5406.2,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,19644.08,0.77,-7.23,1.0,19644.08,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,7671.52,0.44,-7.0,1.0,7671.52,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,5829.52,0.35,-6.89,1.0,5829.52,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,4211.37,0.27,-6.78,1.0,4211.37,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,3114.86,0.21,-6.59,1.0,3114.86,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,1466.68,0.1,-6.31,1.0,1466.68,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,2101.72,0.15,-6.51,1.0,2101.72,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,2430.95,0.17,-6.56,1.0,2430.95,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,30156.84,0.9,-7.48,1.0,30156.84,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,,,,1.0,,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,14648.16,0.67,-7.17,1.0,14648.16,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,12356.83,0.6,-7.09,1.0,12356.83,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,51616.02,0.98,-7.69,1.0,51616.02,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,9809.42,0.52,-7.05,1.0,9809.42,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,10402.11,0.54,-7.07,1.0,10402.11,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,18483.92,0.75,-7.21,1.0,18483.92,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,22319.69,0.81,-7.32,1.0,22319.69,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,11672.92,0.58,-7.08,1.0,11672.92,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,23890.13,0.83,-7.37,1.0,23890.13,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,15508.68,0.69,-7.18,1.0,15508.68,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,3835.76,0.25,-6.77,1.0,3835.76,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,1160.15,0.08,-6.28,1.0,1160.15,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,1780.42,0.13,-6.5,1.0,1780.42,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,2768.52,0.19,-6.59,1.0,2768.52,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,4995.91,0.31,-6.83,1.0,4995.91,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,7186.62,0.42,-6.98,1.0,7186.62,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,11022.38,0.56,-7.08,1.0,11022.38,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,16428.58,0.71,-7.19,1.0,16428.58,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,27725.89,0.88,-7.39,1.0,27725.89,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,13839.84,0.65,-7.15,1.0,13839.84,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,20914.88,0.79,-7.3,1.0,20914.88,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,4597.87,0.29,-6.79,1.0,4597.87,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,25670.55,0.85,-7.39,1.0,25670.55,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,8697.67,0.48,-7.0,1.0,8697.67,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,3470.44,0.23,-6.68,1.0,3470.44,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,6266.72,0.38,-6.91,1.0,6266.72,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,860.51,0.06,-6.26,1.0,860.51,No,,10.0,Site2,b_02_m,S2
S2_b02_10x,S2_b02,280.71,0.02,-6.24,1.0,280.71,No,,10.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,223196.86,0.81,-8.95,1.0,223196.86,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,146481.64,0.67,-8.33,1.0,146481.64,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,369678.5,0.94,-9.76,1.0,369678.5,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,34704.41,0.23,-7.42,1.0,34704.41,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,110223.81,0.56,-8.07,1.0,110223.81,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,516160.16,0.98,-9.83,1.0,516160.16,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,301568.41,0.9,-9.48,1.0,301568.41,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,116729.16,0.58,-8.08,1.0,116729.16,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,42113.73,0.27,-7.45,1.0,42113.73,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,31148.65,0.21,-7.38,1.0,31148.65,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,71866.2,0.42,-7.77,1.0,71866.2,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,,,,1.0,,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,86976.69,0.48,-7.86,1.0,86976.69,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,8605.14,0.06,-6.94,1.0,8605.14,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,24309.54,0.17,-7.32,1.0,24309.54,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,2807.12,0.02,-6.42,1.0,2807.12,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,54062.01,0.33,-7.54,1.0,54062.01,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,138398.35,0.65,-8.32,1.0,138398.35,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,123568.27,0.6,-8.25,1.0,123568.27,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,21017.19,0.15,-7.31,1.0,21017.19,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,27685.25,0.19,-7.33,1.0,27685.25,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,238901.26,0.83,-9.08,1.0,238901.26,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,331320.89,0.92,-9.56,1.0,331320.89,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,130777.23,0.63,-8.29,1.0,130777.23,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,209148.79,0.79,-8.79,1.0,209148.79,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,11601.52,0.08,-7.1,1.0,11601.52,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,92419.62,0.5,-7.86,1.0,92419.62,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,104021.14,0.54,-8.04,1.0,104021.14,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,164285.82,0.71,-8.51,1.0,164285.82,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,17804.19,0.13,-7.26,1.0,17804.19,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,14666.79,0.1,-7.13,1.0,14666.79,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,184839.25,0.75,-8.71,1.0,184839.25,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,45978.73,0.29,-7.47,1.0,45978.73,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,76715.22,0.44,-7.82,1.0,76715.22,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,174166.89,0.73,-8.67,1.0,174166.89,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,277258.87,0.88,-9.19,1.0,277258.87,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,155086.77,0.69,-8.41,1.0,155086.77,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,49959.13,0.31,-7.53,1.0,49959.13,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,256705.45,0.85,-9.13,1.0,256705.45,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,98094.24,0.52,-7.99,1.0,98094.24,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,67187.36,0.4,-7.73,1.0,67187.36,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,38357.61,0.25,-7.44,1.0,38357.61,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,81747.26,0.46,-7.84,1.0,81747.26,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,423740.5,0.96,-9.82,1.0,423740.5,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,58295.17,0.35,-7.65,1.0,58295.17,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,62667.15,0.38,-7.72,1.0,62667.15,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,5674.62,0.04,-6.92,1.0,5674.62,No,,100.0,Site2,b_02_m,S2
S2_b02_100x,S2_b02,196440.76,0.77,-8.75,1.0,196440.76,No,,100.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,2231968.58,0.81,-10.66,1.0,2231968.58,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,4237405.0,0.96,-11.19,1.0,4237405.0,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,56746.16,0.04,-7.49,1.0,56746.16,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,1741668.89,0.73,-10.59,1.0,1741668.89,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,2389012.6,0.83,-10.78,1.0,2389012.6,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,1848392.48,0.75,-10.6,1.0,1848392.48,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,1550867.75,0.69,-10.49,1.0,1550867.75,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,2772588.72,0.88,-10.93,1.0,2772588.72,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,3015684.09,0.9,-11.04,1.0,3015684.09,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,980942.38,0.52,-10.35,1.0,980942.38,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,3696784.96,0.94,-11.11,1.0,3696784.96,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,5161601.56,0.98,-11.38,1.0,5161601.56,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,,,,1.0,,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,924196.24,0.5,-10.32,1.0,924196.24,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,1307772.34,0.63,-10.46,1.0,1307772.34,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,210171.92,0.15,-8.83,1.0,210171.92,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,540620.14,0.33,-9.82,1.0,540620.14,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,767152.19,0.44,-10.3,1.0,767152.19,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,1167291.64,0.58,-10.44,1.0,1167291.64,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,116015.16,0.08,-8.21,1.0,116015.16,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,243095.41,0.17,-9.0,1.0,243095.41,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,582951.75,0.35,-9.89,1.0,582951.75,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,718662.01,0.42,-10.29,1.0,718662.01,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,1102238.1,0.56,-10.43,1.0,1102238.1,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,146667.87,0.1,-8.47,1.0,146667.87,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,1642858.23,0.71,-10.58,1.0,1642858.23,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,311486.46,0.21,-9.18,1.0,311486.46,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,178041.86,0.13,-8.69,1.0,178041.86,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,626671.51,0.38,-10.12,1.0,626671.51,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,1464816.4,0.67,-10.49,1.0,1464816.4,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,28071.21,0.02,-6.94,1.0,28071.21,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,347044.14,0.23,-9.41,1.0,347044.14,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,383576.1,0.25,-9.75,1.0,383576.1,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,86051.36,0.06,-7.85,1.0,86051.36,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,1235682.72,0.6,-10.44,1.0,1235682.72,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,2091487.91,0.79,-10.6,1.0,2091487.91,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,3313208.92,0.92,-11.07,1.0,3313208.92,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,671873.57,0.4,-10.25,1.0,671873.57,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,1964407.63,0.77,-10.6,1.0,1964407.63,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,2567054.51,0.85,-10.82,1.0,2567054.51,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,869766.92,0.48,-10.3,1.0,869766.92,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,421137.26,0.27,-9.79,1.0,421137.26,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,1040211.42,0.54,-10.42,1.0,1040211.42,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,459787.32,0.29,-9.79,1.0,459787.32,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,817472.62,0.46,-10.3,1.0,817472.62,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,1383983.54,0.65,-10.47,1.0,1383983.54,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,499591.27,0.31,-9.81,1.0,499591.27,No,,1000.0,Site2,b_02_m,S2
S2_b02_1000x,S2_b02,276852.49,0.19,-9.03,1.0,276852.49,No,,1000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,4211372.6,0.27,-11.25,1.0,4211372.6,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,4597873.21,0.29,-11.29,1.0,4597873.21,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,6718735.67,0.4,-11.89,1.0,6718735.67,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,20914879.12,0.79,-21.53,1.0,20914879.12,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,8174726.22,0.46,-12.46,1.0,8174726.22,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,11022380.98,0.56,-13.75,1.0,11022380.98,No,,10000.0,Site2,b_02_m,S2
